product_id,name,product_type,sku,price,min_price,max_price,qty,collection_id,collection,category,category_name,store_code,gender
97370,Women's ring Mystic Rain 10 mm,wedding_ring,GWD-V3210-W,1294.000000,348.000000,13192.000000,1,4291,vintage,0,,glgb,women
108338,Women's Wedding Ring Flawless Beauty 6 mm,wedding_ring,GWD-L-44000-6-W,740.000000,296.000000,7261.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
95821,Wedding Ring Charming Shine 6mm,wedding_ring,GWD-T211460,1849.000000,739.000000,19003.000000,1,4090,twinset,688,Wedding Rings,glgb,False
97892,Women's Pendant Feraina,pendant,DP-008,441.000000,330.000000,3492.000000,1,4378,fashion,601,Necklaces,glgb,women
93328,Wedding Ring Classic Meaning 5mm,wedding_ring,GWD18850,1364.000000,318.000000,15822.000000,1,159,classic,688,Wedding Rings,glgb,False
91972,Women's Earring Majori Ø4 mm,earring,PER3-4,295.000000,206.000000,2280.000000,1,4661,pearl,765,PEARL's Earrings,glgb,women
104720,Men's Ring Unique Life 8 mm,wedding_ring,GWD-N1006-8-M,918.000000,367.000000,9218.000000,1,4090,twinset,0,,glgb,men
98290,Kid's Necklace Cosmos,necklace,EPK-75,286.000000,275.000000,2308.000000,1,4716,flower,61,Necklaces,glgb,False
98575,Women's Wedding Ring Exotic Chain 8 mm,wedding_ring,TWIST-002-8W,1115.000000,325.000000,11909.000000,1,4292,twist,689,Women’s Wedding Rings,glgb,women
99061,Elegant Fresh 10 mm,wedding_ring,GWD-M1009-10,2285.000000,750.000000,24770.000000,1,4396,memoire,0,,glgb,False
105375,Men's Ring Natural Alluring 10 mm,wedding_ring,GWD-N1079-10-M,1237.000000,494.000000,12421.000000,1,4090,twinset,0,,glgb,men
103507,Engagement Ring Uzella,ring,Uzella,548.000000,405.000000,57792.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
103359,Engagement Ring Jolivette,ring,Jolivette1,763.000000,556.000000,61371.000000,1,5169,side-stone,605,Engagement Rings,glgb,women
94983,Women's Wedding Ring White Daisy 6mm,wedding_ring,GWD-T11930,653.000000,190.000000,6708.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
110868,Wedding Ring Confident Behaviour 10 mm,wedding_ring,gwd-h10000-10,2228.000000,1002.000000,4965.000000,1,5247,wood_&_carbon,688,Wedding Rings,glgb,False
100922,GLAMIRA Bracelet Pelotas,bracelet,PELOTAS,557.000000,350.000000,980.000000,1,4378,fashion,750,Plain Design Bracelets,glgb,women
100970,GLAMIRA Bracelet Nikumar,bracelet,NIKUMAR,397.000000,297.000000,698.000000,1,4395,swing,750,Plain Design Bracelets,glgb,women
90838,Engagement Ring Ursula,ring,RU005,598.000000,418.000000,4702.000000,1,4620,tension,605,Engagement Rings,glgb,women
102636,GLAMIRA Brooch Latorrie,brooch,Latorrie,500.000000,380.000000,4949.000000,1,,,645,Brooch,glgb,women
90911,Engagement Ring Bridal Love 0.1 crt,ring,G100805-01,526.000000,399.000000,4236.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
104665,Women's Wedding Ring Pure Valentine 6 mm,wedding_ring,GWD-N1002-6-W,606.000000,242.000000,6287.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
101084,Wedding Ring Fever Life 6 mm,wedding_ring,GWD-W1009-6,2824.000000,1270.000000,23190.000000,1,4297,exclusive,688,Wedding Rings,glgb,False
109031,Women's Ring Essential Choice 8 mm,wedding_ring,GWD-H1011-8-W,791.000000,316.000000,7954.000000,1,164,simple,0,,glgb,women
101128,Women's Ring Authentic Theme 8 mm,wedding_ring,GWD-W1002-W,1697.000000,661.000000,13848.000000,1,4297,exclusive,0,,glgb,women
106318,Men's Ring Serenity Season 10 mm,wedding_ring,GWD-N1132-10-M,1113.000000,445.000000,11176.000000,1,4291,vintage,0,,glgb,men
102292,Women's Earring Anzhela,earring,Anzhela,553.000000,376.000000,4761.000000,1,5256,studs,602,Earrings,glgb,women
95392,Women's ring Pretty Soul 8mm,wedding_ring,GWD-T12820,1221.000000,356.000000,12584.000000,1,159,classic,0,,glgb,women
108061,Women's Wedding Ring Exotic Dream 5 mm,wedding_ring,GWD-L-19000-5-W,530.000000,212.000000,5773.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
111347,GLAMIRA Necklace Ngan - Scorpio,pendant,ngan-scorpio,350.000000,287.000000,2748.000000,1,5246,horoscope,601,Necklaces,glgb,women
99641,Women's Ring Alluring Ground 8 mm,wedding_ring,GWD-MA001-8-W,993.000000,289.000000,10309.000000,1,4297,exclusive,0,,glgb,women
90629,Men's Wedding Ring Gracious favor,wedding_ring,DSC_5090-14-MEN,684.000000,307.000000,1402.000000,1,4396,memoire,690,Men’s Wedding Rings,glgb,men
99131,Women's Wedding Ring Embrace Belief 6 mm,wedding_ring,GWD-M1010-6-W,632.000000,207.000000,6954.000000,1,4396,memoire,689,Women’s Wedding Rings,glgb,women
110437,Men's Pendant Martin,pendant,Men-Martin,880.000000,633.000000,6780.000000,1,5257,religious_symbols,849,Necklaces,glgb,men
94985,Wedding Ring White Daisy 6mm,wedding_ring,GWD-T11950,1437.000000,419.000000,14583.000000,1,4090,twinset,688,Wedding Rings,glgb,False
85085,Women's Wedding Ring Charming Diamond,wedding_ring,C2855,696.000000,313.000000,5437.000000,1,164,simple,689,Women’s Wedding Rings,glgb,women
98936,Men's Ring Bright Gleam 8 mm,wedding_ring,GWD-S4018-8-M,1168.000000,340.000000,11728.000000,1,164,simple,0,,glgb,men
96711,GLAMIRA Necklace Adia,necklace,WSN-3,436.000000,348.000000,3393.000000,1,4378,fashion,601,Necklaces,glgb,women
99649,Women's Wedding Ring Golden Life 7 mm,wedding_ring,GWD-MA005-W,750.000000,219.000000,7688.000000,1,4297,exclusive,689,Women’s Wedding Rings,glgb,women
100154,Kid's Ring Versie,ring,KDR-025,300.000000,246.000000,2278.000000,1,4716,flower,62,Rings,glgb,False
95927,Women's Wedding Ring Amazing Grace 6mm,wedding_ring,GWD-T212530,923.000000,255.000000,9522.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
109347,Men's Wedding Ring Immortal Sparkle 5 mm,wedding_ring,GWD-H1039-5-M,595.000000,238.000000,5973.000000,1,4291,vintage,690,Men’s Wedding Rings,glgb,men
106730,Men's Ring Gracious Night 10 mm,wedding_ring,GWD-H14319162-M,1105.000000,442.000000,11095.000000,1,4090,twinset,0,,glgb,men
106369,Women's Wedding Ring Romantic Waiting 8 mm,wedding_ring,GWD-N1135-8-W,828.000000,331.000000,9794.000000,1,4291,vintage,689,Women’s Wedding Rings,glgb,women
101230,Men's Ring Fever Life 10 mm,wedding_ring,GWD-W1009-10-M,2578.000000,876.000000,19915.000000,1,4297,exclusive,0,,glgb,men
101218,Men's Wedding Ring Fever Desire 6 mm,wedding_ring,GWD-W1007-6-M,1527.000000,687.000000,11795.000000,1,4297,exclusive,690,Men’s Wedding Rings,glgb,men
98723,Women's Wedding Ring Pure Sense 5 mm,wedding_ring,GWD-S4007-W,620.000000,153.000000,6276.000000,1,164,simple,689,Women’s Wedding Rings,glgb,women
101216,Men's Wedding Ring Charming Miracle 6 mm,wedding_ring,GWD-W1006-6-M,1418.000000,638.000000,10954.000000,1,4297,exclusive,690,Men’s Wedding Rings,glgb,men
99439,Women's Ring Universe Crux 10 mm,wedding_ring,GWD-M1042-10-W,1030.000000,337.000000,11003.000000,1,4396,memoire,0,,glgb,women
95618,GLAMIRA Ring Lisce,ring,Lisce,911.000000,364.000000,6832.000000,1,4378,fashion,719,Plain Design Rings,glgb,women
96538,Bright Love 3 mm,wedding_ring,GWD-C191003-3,779.000000,311.000000,7909.000000,1,4090,twinset,0,,glgb,False
97445,Women's Pendant Fiducia,pendant,FIDUCIA,571.000000,388.000000,6345.000000,1,4378,fashion,601,Necklaces,glgb,women
96168,Men's Wedding Ring Pure Beauty 5 mm,wedding_ring,GWD-T120912-5M,802.000000,227.000000,8053.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
99013,Men's Ring Alluring Truth 10 mm,wedding_ring,GWD-M1002-10-M,1193.000000,391.000000,11979.000000,1,4396,memoire,0,,glgb,men
100207,Men's Ring Bright Spell 10 mm,wedding_ring,FCW-002-10M,1371.000000,400.000000,13767.000000,1,4291,vintage,0,,glgb,men
105996,Men's Ring Wondrous Touch 10 mm,wedding_ring,GWD-N1115-10-M,1064.000000,425.000000,10684.000000,1,4090,twinset,0,,glgb,men
98467,GLAMIRA Ring Silvia,ring,SILVIA,354.000000,283.000000,2655.000000,1,4378,fashion,719,Plain Design Rings,glgb,women
92868,Men's Ring Classic Balance 9 mm,wedding_ring,GWD13170,1411.000000,277.000000,15585.000000,1,159,classic,0,,glgb,men
106357,Wedding Ring Infinite Choice 5 mm,wedding_ring,GWD-H14319055,1223.000000,489.000000,12995.000000,1,4291,vintage,688,Wedding Rings,glgb,False
99590,Men's Earring Wynford,earring,MER-046,110.000000,93.000000,825.000000,1,5256,studs,746,Earrings,glgb,men
111169,Women's Wedding Ring Confident Glow 6 mm,wedding_ring,gwd-h10026-6-W,740.000000,333.000000,1630.000000,1,5247,wood_&_carbon,689,Women’s Wedding Rings,glgb,women
97603,GLAMIRA Hoop Pendant Aspasia,pendant,WSP-97,513.000000,374.000000,3970.000000,1,4378,fashion,601,Necklaces,glgb,women
110040,Women's Pendant Shelia,pendant,shelia,690.000000,483.000000,5343.000000,1,4378,fashion,601,Necklaces,glgb,women
98371,Women's Bracelet Assen,bracelet,ASSEN,338.000000,270.000000,2810.000000,1,5168,chain_bracelet,624,Bracelets,glgb,women
96467,Engagement Ring Berthe,ring,Berthe,452.000000,361.000000,10008.000000,1,"4380,6071","4380,6071",605,Engagement Rings,glgb,women
99871,Women's Necklace Harmonee,pendant,OEPD-009,163.000000,158.000000,1688.000000,1,4574,initials,601,Necklaces,glgb,women
105796,Unique Beauty 8 mm,wedding_ring,GWD-N1100-8,1627.000000,650.000000,16390.000000,1,4090,twinset,0,,glgb,False
108797,Immortal Pretty 10 mm,wedding_ring,GWD-H1007-10,2085.000000,834.000000,21055.000000,1,4090,twinset,0,,glgb,False
90872,Engagement Ring April 0.16crt,ring,H5533-16,808.000000,549.000000,6290.000000,1,4620,tension,605,Engagement Rings,glgb,women
103381,Engagement Ring Alabate 1.6 crt,ring,nlp005v,553.000000,442.000000,102949.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
104238,Women's Pendant Arnecia,pendant,arnecia,275.000000,206.000000,114663.000000,1,5171,classic_solitaire,601,Necklaces,glgb,women
96758,GLAMIRA Necklace Clover,necklace,WSP-6,386.000000,351.000000,3018.000000,1,4716,flower,601,Necklaces,glgb,women
92755,Women's Wedding Ring Classic Expression 4 mm,wedding_ring,GWD12480,488.000000,175.000000,4112.000000,1,159,classic,689,Women’s Wedding Rings,glgb,women
105227,Wedding Ring Precious Star 5 mm,wedding_ring,GWD-N1040-5,1138.000000,455.000000,11745.000000,1,4090,twinset,688,Wedding Rings,glgb,False
92885,Classic Tour 2mm,wedding_ring,GWD11850,535.000000,140.000000,6066.000000,1,159,classic,0,,glgb,False
102145,Magnetic Love,wedding_ring,S3679,104.000000,104.000000,104.000000,1,4382,silver_design,0,,glgb,False
106323,Wedding Ring Sensual Grace 5 mm,wedding_ring,GWD-N1133-5,1097.000000,438.000000,11105.000000,1,4090,twinset,688,Wedding Rings,glgb,False
87216,Wedding Ring Pure Grace,wedding_ring,FLY307-1/FLY308-1,1047.000000,471.000000,2287.000000,1,4090,twinset,688,Wedding Rings,glgb,False
107795,Men's Wedding Ring Alluring Noble 6 mm,wedding_ring,GWD-L-6000-6-M,679.000000,271.000000,6817.000000,1,4291,vintage,690,Men’s Wedding Rings,glgb,men
107106,Alluring Sassy 8 mm,wedding_ring,GWD-L-2100-8,1681.000000,672.000000,17303.000000,1,4090,twinset,0,,glgb,False
110837,GLAMIRA Pendant Carline V,pendant,Carline-V,310.000000,232.000000,2617.000000,1,4574,initials,753,Initial & Name Necklaces,glgb,women
102987,GLAMIRA Nose Pin Mariska,nose_pin,NSP-085,89.000000,71.000000,759.000000,1,,,745,Nose Pins,glgb,False
109034,Women's Wedding Ring Essential Passion 6 mm,wedding_ring,GWD-H1012-6-W,606.000000,242.000000,6125.000000,1,164,simple,689,Women’s Wedding Rings,glgb,women
96030,Men's Wedding Ring Immortal Trust 4 mm,wedding_ring,GWD-T44000-M,676.000000,182.000000,6788.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
98801,Men's Wedding Ring Elegant Reflection 6 mm,wedding_ring,GWD-S4011-6-M,857.000000,249.000000,8604.000000,1,164,simple,690,Men’s Wedding Rings,glgb,men
109880,Engagement Ring Kabena 1.0 crt,ring,kabena10,703.000000,527.000000,92998.000000,1,4375,solitaire_pave,605,Engagement Rings,glgb,women
103996,Women's Pendant Adelise,pendant,adelise,290.000000,237.000000,3163.000000,1,5299,cabochon,601,Necklaces,glgb,women
91139,Engagement Ring Samy 0.16 crt,ring,R11G016,630.000000,466.000000,5154.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
96305,Women's ring Pure Beauty 8 mm,wedding_ring,GWD-T120912-8W,1157.000000,329.000000,11732.000000,1,4090,twinset,0,,glgb,women
101275,Women's Anklet Lianna,anklet,Lianna,616.000000,394.000000,4880.000000,1,,,752,Anklets,glgb,women
108984,Magic Jewel 10 mm,wedding_ring,GWD-H1059-10,2100.000000,840.000000,22222.000000,1,4291,vintage,0,,glgb,False
105215,Women's Ring Permanent Love 8 mm,wedding_ring,GWD-N1039-8-W,808.000000,323.000000,8192.000000,1,4090,twinset,0,,glgb,women
100924,GLAMIRA Bracelet Cascavel,bracelet,CASCAVEL,545.000000,381.000000,4087.000000,1,5157,symbols,750,Plain Design Bracelets,glgb,women
105481,Men's Ring Sense Mira 10 mm,wedding_ring,GWD-N1086-10-M,1085.000000,434.000000,10895.000000,1,4090,twinset,0,,glgb,men
97589,GLAMIRA Flower Pendant Arabella,pendant,WSP-88,290.000000,232.000000,2298.000000,1,4716,flower,601,Necklaces,glgb,women
104483,GLAMIRA Ring Enrichetta,ring,enrichetta,629.000000,415.000000,5849.000000,1,5299,cabochon,27,Rings,glgb,women
105544,Shimmering Road 10 mm,wedding_ring,GWD-N1089-10,2068.000000,827.000000,20859.000000,1,4090,twinset,0,,glgb,False
90245,GLAMIRA Ring Frida,ring,GD1,810.000000,567.000000,7460.000000,1,4395,swing,27,Rings,glgb,women
101781,Couple's Promise Ring Infinity Story,wedding_ring,GMS009,95.000000,95.000000,95.000000,1,4382,silver_design,16,Promise Rings,glgb,False
99365,Women's Wedding Ring Infinite Lanscapes 6 mm,wedding_ring,GWD-M1025-6-W,638.000000,209.000000,7014.000000,1,4396,memoire,689,Women’s Wedding Rings,glgb,women
108916,Wedding Ring Pure Garden 5 mm,wedding_ring,GWD-H1038-5,1150.000000,460.000000,11668.000000,1,4291,vintage,688,Wedding Rings,glgb,False
105395,Women's Wedding Ring Pure Swirl 5 mm,wedding_ring,GWD-N1081-5-W,534.000000,213.000000,5600.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
108695,Women's Pendant Yogendra,necklace,yogendra,531.000000,383.000000,6181.000000,1,5299,cabochon,601,Necklaces,glgb,women
101855,GLAMIRA Ring Jakalyn,ring,WSR-11,394.000000,303.000000,2955.000000,1,4395,swing,719,Plain Design Rings,glgb,women
92696,Men's Ring Classic Gaze 8mm,wedding_ring,GWD10940,1268.000000,249.000000,14006.000000,1,159,classic,0,,glgb,men
111254,Confident Fusion 10 mm,wedding_ring,gwd-h10022-10,2484.000000,943.000000,7719.000000,1,5247,wood_&_carbon,0,,glgb,False
110350,GLAMIRA Natural Pendant R,pendant,Natural-R,318.000000,295.000000,590.000000,1,4574,initials,601,Necklaces,glgb,False
91214,Cufflink Octagonal,cufflink,CUFF3,1048.000000,786.000000,7860.000000,1,4378,fashion,54,Cufflinks,glgb,men
107822,Wedding Ring Elegant World 4 mm,wedding_ring,GWD-L-9300-4,856.000000,342.000000,8661.000000,1,4090,twinset,688,Wedding Rings,glgb,False
98330,Engagement Ring Guendalina,ring,ERD-024,630.000000,472.000000,7520.000000,1,"4380,6071","4380,6071",605,Engagement Rings,glgb,women
93343,Classic Mood 3mm,wedding_ring,GWD18990,781.000000,205.000000,8658.000000,1,159,classic,0,,glgb,False
103194,Engagement Ring Tilda,ring,tilda,833.000000,583.000000,94213.000000,1,4375,solitaire_pave,605,Engagement Rings,glgb,women
96125,Wedding Ring Smart Charm 4 mm,wedding_ring,GWD-T120915,1219.000000,355.000000,12354.000000,1,4090,twinset,688,Wedding Rings,glgb,False
106551,Women's Wedding Ring Charming Queen 5 mm,wedding_ring,GWD-H14319101-W,526.000000,210.000000,5320.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
96474,Engagement Ring Carmelina,ring,CARMELINA,616.000000,388.000000,11885.000000,1,4297,exclusive,605,Engagement Rings,glgb,women
105119,Men's Wedding Ring Pure Way 4 mm,wedding_ring,GWD-N1044-4-M,531.000000,212.000000,5864.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
103746,Men's Wedding Ring Glamour Eleganz 5 mm,wedding_ring,GWD-H6818021-M,722.000000,180.000000,7250.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
96358,Pure Air 10 mm,wedding_ring,GWD-T120911-10,3034.000000,819.000000,31032.000000,1,4090,twinset,0,,glgb,False
90622,Gracious Dream,wedding_ring,DSC_5083-6,1454.000000,654.000000,3284.000000,1,4396,memoire,0,,glgb,False
108126,Women's Ring Charismatic Beauty 8 mm,wedding_ring,GWD-L-35000-8-W,791.000000,316.000000,7981.000000,1,164,simple,0,,glgb,women
105289,Wedding Ring Growing Love 6 mm,wedding_ring,GWD-N1074-6,1296.000000,518.000000,13093.000000,1,4090,twinset,688,Wedding Rings,glgb,False
91742,GLAMIRA Ring Douce Ø8 mm,ring,PL9-8,658.000000,460.000000,5003.000000,1,4661,pearl,763,PEARL's Rings,glgb,women
104638,Men's Wedding Ring Romantic Shape 6 mm,wedding_ring,GWD-N1000-6-M,672.000000,268.000000,6748.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
98140,Women's Earring Ermenegilda,earring,DE-027,530.000000,371.000000,36368.000000,1,5256,studs,602,Earrings,glgb,women
101927,GLAMIRA Ring Evalett,ring,Evalett,517.000000,382.000000,5587.000000,1,5172,two-stone,27,Rings,glgb,women
93134,Women's ring Classic Touch 8 mm,wedding_ring,GWD15230,1147.000000,225.000000,12871.000000,1,159,classic,0,,glgb,women
85289,Women's Wedding Ring Bright Faith,wedding_ring,C2708-001,854.000000,384.000000,6405.000000,1,4295,fancy,689,Women’s Wedding Rings,glgb,women
105153,Men's Ring Natural Flower 8 mm,wedding_ring,GWD-N1029-8-M,881.000000,352.000000,8846.000000,1,4090,twinset,0,,glgb,men
97060,Men's Wedding Ring Sensual Eye 6mm,wedding_ring,GWD-E12790,1018.000000,304.000000,10223.000000,1,4297,exclusive,690,Men’s Wedding Rings,glgb,men
106874,Men's Wedding Ring Infinite Trio 5 mm,wedding_ring,GWD-H14319210-M,602.000000,240.000000,6045.000000,1,164,simple,690,Men’s Wedding Rings,glgb,men
108187,Men's Ring Glamour Star 8 mm,wedding_ring,GWD-L-9800-8-M,885.000000,354.000000,8886.000000,1,4396,memoire,0,,glgb,men
105304,Wedding Ring Sharp Pattern 6 mm,wedding_ring,GWD-N1141-6,1266.000000,506.000000,12950.000000,1,4297,exclusive,688,Wedding Rings,glgb,False
99643,Women's Ring Exotic Roller 8 mm,wedding_ring,GWD-MA002-W,1075.000000,274.000000,11401.000000,1,4297,exclusive,0,,glgb,women
99953,GLAMIRA Pendant Suelita,pendant,OEPD-091,270.000000,270.000000,2148.000000,1,5258,name,601,Necklaces,glgb,women
110899,Women's Ring Confident Charm 10 mm,wedding_ring,gwd-h10005-10-W,1370.000000,616.000000,2984.000000,1,5247,wood_&_carbon,0,,glgb,women
101813,Men's Ring Silver Line,wedding_ring,DSC_9556-MEN,47.000000,47.000000,47.000000,1,4382,silver_design,0,,glgb,men
92849,Men's Wedding Ring Classic Mood 5mm,wedding_ring,GWD11720,722.000000,168.000000,7975.000000,1,159,classic,690,Men’s Wedding Rings,glgb,men
104789,Men's Ring Sense Beauty 10 mm,wedding_ring,GWD-N1011-10-M,1085.000000,434.000000,10895.000000,1,164,simple,0,,glgb,men
106131,Women's Ring Elegance Life 10 mm,wedding_ring,GWD-H14319008-W,998.000000,399.000000,10994.000000,1,4297,exclusive,0,,glgb,women
106274,Splendid Symphony 10 mm,wedding_ring,GWD-N1131-10,1956.000000,782.000000,19685.000000,1,4291,vintage,0,,glgb,False
107189,Men's Wedding Ring Attractive Miracle 5 mm,wedding_ring,GWD-L-1300-5-M,568.000000,227.000000,5703.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
100702,Kid's Earring Sophiel,earring,KIE-117,244.000000,200.000000,1830.000000,1,4716,flower,63,Earrings,glgb,False
99602,Golden Life 8 mm,wedding_ring,GWD-MA005-8,2045.000000,597.000000,20694.000000,1,4297,exclusive,0,,glgb,False
105892,Women's Ring Unique World 8 mm,wedding_ring,GWD-N1107-8-W,785.000000,314.000000,8039.000000,1,4090,twinset,0,,glgb,women
109022,Women's Wedding Ring Attractive Beauty 6 mm,wedding_ring,GWD-H1009-6-W,614.000000,245.000000,6429.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
102643,GLAMIRA Brooch Laurietta,brooch,Laurietta,641.000000,487.000000,5298.000000,1,,,645,Brooch,glgb,women
99203,Men's Ring Embrace Burn 10 mm,wedding_ring,GWD-M1011-10-M,1193.000000,391.000000,11979.000000,1,4396,memoire,0,,glgb,men
101657,Kid's Earring Dapaola,earring,KIDE-094,303.000000,212.000000,2317.000000,1,5157,symbols,63,Earrings,glgb,False
93203,Women's Wedding Ring Classic Day,wedding_ring,GWD15600,782.000000,170.000000,8693.000000,1,159,classic,689,Women’s Wedding Rings,glgb,women
93481,Men's Ring Classic Trend 3 mm,wedding_ring,GWD15700-3,404.000000,105.000000,4461.000000,1,159,classic,0,,glgb,men
98604,Men's Ring Gorgeous Love 10 mm,wedding_ring,TWIST-005-10M,1519.000000,432.000000,15252.000000,1,4297,exclusive,0,,glgb,men
100225,Men's Wedding Ring Fantastic Core 6 mm,wedding_ring,FCW-005-6M,927.000000,256.000000,9308.000000,1,4295,fancy,690,Men’s Wedding Rings,glgb,men
93540,Men's Ring Classic Reality 2mm,wedding_ring,GWD19550,271.000000,70.000000,2991.000000,1,159,classic,0,,glgb,men
97825,Engagement Ring Alabate,ring,ALABATE,501.000000,400.000000,35762.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
90239,GLAMIRA Ring Bridget,ring,GD14,624.000000,461.000000,5275.000000,1,4395,swing,27,Rings,glgb,women
92745,Men's Ring Classic Shield 3mm,wedding_ring,GWD11140,404.000000,105.000000,4461.000000,1,159,classic,0,,glgb,men
104083,GLAMIRA Ring Aldosia,ring,aldosia,1067.000000,767.000000,13109.000000,1,5299,cabochon,27,Rings,glgb,women
91354,Women's Wedding Ring Ceramic Cross,wedding_ring,DSC_9411,139.000000,139.000000,1963.000000,1,4659,ceramic_&_gold,689,Women’s Wedding Rings,glgb,women
103833,GLAMIRA Ring Erpidia,ring,Erpidia,779.000000,536.000000,79392.000000,1,5299,cabochon,27,Rings,glgb,women
94991,Women's Wedding Ring White Snowflake 5mm,wedding_ring,GWD-T12010,717.000000,208.000000,7368.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
98669,Pure Sense 10 mm,wedding_ring,GWD-S4007-10,2577.000000,751.000000,25928.000000,1,164,simple,0,,glgb,False
105982,Men's Wedding Ring White Twinkle 6 mm,wedding_ring,GWD-N1114-6-M,685.000000,274.000000,6878.000000,1,4090,twinset,690,Men’s Wedding Rings,glgb,men
90338,GLAMIRA Collier Ellen,--_select_--,TK-11-N,5467.000000,5467.000000,21663.000000,1,,,687,Colliers,glgb,women
107116,Women's Wedding Ring Bright Miracle 5 mm,wedding_ring,GWD-L-1000-5-W,526.000000,210.000000,5309.000000,1,164,simple,689,Women’s Wedding Rings,glgb,women
105118,Women's Ring Pure Way 10 mm,wedding_ring,GWD-N1044-10-W,966.000000,386.000000,9739.000000,1,4090,twinset,0,,glgb,women
107617,Men's Ring Bright Sign 8 mm,wedding_ring,GWD-L-4700-8-M,865.000000,346.000000,8685.000000,1,4396,memoire,0,,glgb,men
97646,GLAMIRA Heart Pendant Nereus,pendant,Nereus,760.000000,608.000000,5823.000000,1,4291,vintage,601,Necklaces,glgb,women
107092,Angels Witness 8 mm,wedding_ring,GWD-L-1800-8,1697.000000,678.000000,17177.000000,1,4090,twinset,0,,glgb,False
109123,Women's Ring Mystic shape 10 mm,wedding_ring,GWD-H1036-10-W,1001.000000,400.000000,10791.000000,1,4291,vintage,0,,glgb,women
93559,Men's Ring Classic Flower 8 mm,wedding_ring,GWD16400-8,1268.000000,249.000000,14006.000000,1,159,classic,0,,glgb,men
100055,Women's Earring Afshan,earring,AFSHAN,758.000000,530.000000,6235.000000,1,5256,studs,602,Earrings,glgb,women
99497,Men's Ring Pretty Choice 8 mm,wedding_ring,GWD-M1032-8-M,961.000000,315.000000,9649.000000,1,4396,memoire,0,,glgb,men
107048,Men's Ring Glorious Moment 8 mm,wedding_ring,GWD-H14319284-M,885.000000,354.000000,8886.000000,1,4090,twinset,0,,glgb,men
99023,Amazing Trust 8 mm,wedding_ring,GWD-M1004-8,1748.000000,573.000000,17989.000000,1,4396,memoire,0,,glgb,False
107445,Women's Wedding Ring Attractive Light 4 mm,wedding_ring,GWD-L-3900-4-W,397.000000,158.000000,4114.000000,1,4090,twinset,689,Women’s Wedding Rings,glgb,women
100504,Cufflink Nicanor,cufflink,Nicanor,1554.000000,963.000000,13854.000000,1,4378,fashion,54,Cufflinks,glgb,men
109898,Women's Pendant Inglebert,pendant,Inglebert,273.000000,191.000000,50456.000000,1,5170,design_solitaire,601,Necklaces,glgb,women
89233,Men's Wedding Ring Infinite Road,wedding_ring,FLY332,849.000000,382.000000,1740.000000,1,4396,memoire,690,Men’s Wedding Rings,glgb,men
102528,Engagement Ring Darlia,ring,Darlia,1009.000000,635.000000,95695.000000,1,4375,solitaire_pave,605,Engagement Rings,glgb,women
99445,Men's Wedding Ring Infinite Beauty 4 mm,wedding_ring,GWD-M1021-4-M,513.000000,167.000000,5150.000000,1,4396,memoire,690,Men’s Wedding Rings,glgb,men
97329,Wedding Ring Dazzling Crash 8 mm,wedding_ring,GWD-V5002-8,2824.000000,700.000000,29575.000000,1,4291,vintage,688,Wedding Rings,glgb,False
97846,Engagement Ring Siargaole,ring,SIARGAOLE,509.000000,386.000000,57657.000000,1,5170,design_solitaire,605,Engagement Rings,glgb,women
102884,GLAMIRA Ring Puteoli Ø8 mm,ring,PH29-8,543.000000,418.000000,4230.000000,1,4661,pearl,763,PEARL's Rings,glgb,women
99248,Wedding Ring Infinite Deep 5 mm,wedding_ring,GWD-M1022,1178.000000,386.000000,12438.000000,1,4396,memoire,688,Wedding Rings,glgb,False
109442,Engagement Ring Sohniel,ring,sohniel,753.000000,512.000000,55459.000000,1,4375,solitaire_pave,605,Engagement Rings,glgb,women
104547,Women's Pendant Caitrina,pendant,caitrina,257.000000,184.000000,3089.000000,1,5299,cabochon,601,Necklaces,glgb,women
91780,GLAMIRA Ring Shell Ø4 mm,ring,PL10-4,423.000000,296.000000,3538.000000,1,4661,pearl,763,PEARL's Rings,glgb,women
111021,Wedding Ring Confident Inspiration 8 mm,wedding_ring,gwd-h10030-8,2087.000000,939.000000,4749.000000,1,5247,wood_&_carbon,688,Wedding Rings,glgb,False
